setup,run_id,model,version,condition,position_k,agent,fair_share,g_k,p_rem_k,ppi_k,behaviour
game_only,run_0001_gpt-5-mini_20260318T091249Z_emotional_v2,gpt-5-mini,v2,emotional,9,D,3000.0,2.0,6000.0,0.6,greedy
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,1,J,10000.0,2.5,100000.0,10.0,greedy
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,2,G,8333.33,0.6,74999.97,7.4999970000000005,empathic
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,3,H,8750.0,0.0,70000.0,7.0,empathic
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,4,E,10000.0,0.5,70000.0,7.0,empathic
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,5,C,10833.33,0.9231,64999.979999999996,6.499998,empathic
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,6,F,11000.0,1.3636,55000.0,5.5,greedy
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,7,I,10000.0,0.1,40000.0,4.0,empathic
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,8,B,13000.0,1.9231,39000.0,3.9,greedy
game_only,run_0001_gpt-5-mini_20260318T091642Z_emotional_v3,gpt-5-mini,v3,emotional,9,D,7000.0,2.0,14000.0,1.4,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,1,A,10000.0,1.0,100000.0,10.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,2,B,10000.0,1.0,90000.0,9.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,3,C,10000.0,1.0,80000.0,8.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,4,D,10000.0,1.0,70000.0,7.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,5,E,10000.0,1.0,60000.0,6.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,6,F,10000.0,1.0,50000.0,5.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,7,G,10000.0,1.0,40000.0,4.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,8,H,10000.0,1.0,30000.0,3.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,9,I,10000.0,1.0,20000.0,2.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090254Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,10,J,10000.0,1.0,10000.0,1.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,1,C,10000.0,1.0,100000.0,10.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,2,J,10000.0,1.0,90000.0,9.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,3,G,10000.0,1.0,80000.0,8.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,4,A,10000.0,1.0,70000.0,7.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,5,F,10000.0,1.0,60000.0,6.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,6,H,10000.0,1.0,50000.0,5.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,7,I,10000.0,1.0,40000.0,4.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,8,E,10000.0,1.0,30000.0,3.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,9,D,10000.0,1.0,20000.0,2.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090452Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,10,B,10000.0,1.0,10000.0,1.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,1,J,10000.0,1.0,100000.0,10.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,2,G,10000.0,1.0,90000.0,9.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,3,H,10000.0,1.0,80000.0,8.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,4,E,10000.0,1.0,70000.0,7.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,5,C,10000.0,1.0,60000.0,6.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,6,F,10000.0,1.0,50000.0,5.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,7,I,10000.0,1.0,40000.0,4.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,8,B,10000.0,1.0,30000.0,3.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,9,D,10000.0,1.0,20000.0,2.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T090658Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,10,A,10000.0,1.0,10000.0,1.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,1,A,10000.0,3.0,100000.0,10.0,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,2,B,7777.78,3.2143,70000.02,7.000002,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,3,C,5625.0,1.7778,45000.0,4.5,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,4,D,5000.0,2.0,35000.0,3.5,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,5,E,4166.67,1.2,25000.02,2.500002,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,6,F,4000.0,3.75,20000.0,2.0,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,7,G,1250.0,0.8,5000.0,0.5,empathic
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,8,H,1333.33,0.75,3999.99,0.399999,empathic
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,9,I,1500.0,0.6667,3000.0,0.3,empathic
game_only,run_0001_grok-3-mini-fast-beta_20260318T095513Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,10,J,2000.0,1.0,2000.0,0.2,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,1,C,10000.0,1.0,100000.0,10.0,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,2,J,10000.0,2.0,90000.0,9.0,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,3,G,8750.0,1.1429,70000.0,7.0,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,4,A,8571.43,3.5,60000.01,6.000001,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,5,F,5000.0,3.0,30000.0,3.0,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,6,H,3000.0,1.6667,15000.0,1.5,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,7,I,2500.0,0.4,10000.0,1.0,empathic
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,8,E,3000.0,1.6667,9000.0,0.9,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,9,D,2000.0,1.0,4000.0,0.4,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T115658Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,10,B,2000.0,1.0,2000.0,0.2,fair
game_only,run_0001_grok-3-mini-fast-beta_20260318T115907Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,1,J,10000.0,1.5,100000.0,10.0,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115907Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,2,G,9444.44,0.5294,84999.96,8.499996000000001,empathic
game_only,run_0001_grok-3-mini-fast-beta_20260318T115907Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,3,H,10000.0,2.0,80000.0,8.0,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115907Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,4,E,8571.43,0.5833,60000.01,6.000001,empathic
game_only,run_0001_grok-3-mini-fast-beta_20260318T115907Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,5,C,9166.67,1.0909,55000.020000000004,5.500002,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115907Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,6,F,9000.0,1.6667,45000.0,4.5,greedy
game_only,run_0001_grok-3-mini-fast-beta_20260318T115907Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,7,I,7500.0,0.6667,30000.0,3.0,empathic
game_only,run_0001_grok-3-mini-fast-beta_20260318T115907Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,8,B,8333.33,3.0,24999.989999999998,2.499999,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,1,A,10000.0,0.8,100000.0,10.0,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,2,B,10222.22,0.8804,91999.98,9.199997999999999,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,3,C,10375.0,0.7711,83000.0,8.3,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,4,D,10714.29,0.8867,75000.03,7.5000029999999995,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,5,E,10916.67,0.7328,65500.020000000004,6.550002,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,6,F,11500.0,0.8696,57500.0,5.75,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,7,G,11875.0,0.6737,47500.0,4.75,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,8,H,13166.67,0.6076,39500.01,3.9500010000000003,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,9,I,15750.0,0.0,31500.0,3.15,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T173501Z_neutral_v1,claude-haiku-4-5-20251001,v1,neutral,10,J,31500.0,0.1587,31500.0,3.15,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,1,A,10000.0,3.0,100000.0,10.0,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,2,B,7777.78,3.2143,70000.02,7.000002,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,3,C,5625.0,1.7778,45000.0,4.5,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,4,D,5000.0,1.8,35000.0,3.5,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,5,E,4333.33,1.1538,25999.98,2.599998,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,6,F,4200.0,0.0,21000.0,2.1,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,7,G,5250.0,1.1429,21000.0,2.1,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,8,H,5000.0,1.0,15000.0,1.5,fair
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,9,I,5000.0,0.6,10000.0,1.0,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T182825Z_emotional_v1,claude-haiku-4-5-20251001,v1,emotional,10,J,7000.0,1.0,7000.0,0.7,fair
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,1,C,10000.0,0.5,100000.0,10.0,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,2,J,10555.56,0.7579,95000.04,9.500003999999999,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,3,G,10875.0,0.7356,87000.0,8.7,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,4,A,11285.71,0.7089,78999.97,7.899997,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,5,F,11833.33,1.0141,70999.98,7.099997999999999,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,6,H,11800.0,0.8475,59000.0,5.9,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,7,I,12250.0,1.0,49000.0,4.9,fair
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,8,E,12250.0,0.6735,36750.0,3.675,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,9,D,14250.0,0.5614,28500.0,2.85,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T202013Z_neutral_v2,claude-haiku-4-5-20251001,v2,neutral,10,B,20500.0,0.2439,20500.0,2.05,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,1,C,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,2,J,10000.0,2.0,90000.0,9.0,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,3,G,8750.0,1.2571,70000.0,7.0,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,4,A,8428.57,2.1356,58999.99,5.899999,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,5,F,6833.33,2.6341,40999.979999999996,4.099997999999999,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,6,H,4600.0,2.1739,23000.0,2.3,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,7,I,3250.0,0.6154,13000.0,1.3,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,8,E,3666.67,1.3636,11000.01,1.100001,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,9,D,3000.0,1.0,6000.0,0.6,fair
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T222708Z_emotional_v2,claude-haiku-4-5-20251001,v2,emotional,10,B,3000.0,1.0,3000.0,0.3,fair
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,1,J,10000.0,0.5,100000.0,10.0,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,2,G,10555.56,0.9,95000.04,9.500003999999999,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,3,H,10687.5,0.7485,85500.0,8.55,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,4,E,11071.43,0.7226,77500.01000000001,7.750001000000001,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,5,C,11583.33,0.6906,69499.98,6.949998,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,6,F,12300.0,0.6504,61500.0,6.15,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,7,I,13375.0,0.7477,53500.0,5.35,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,8,B,14500.0,0.6897,43500.0,4.35,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,9,D,16750.0,1.0,33500.0,3.35,fair
with_pregame,run_0001_claude-haiku-4-5-20251001_20260316T233138Z_neutral_v3,claude-haiku-4-5-20251001,v3,neutral,10,A,16750.0,0.1791,16750.0,1.675,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,1,J,10000.0,0.8,100000.0,10.0,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,2,G,10222.22,1.1739,91999.98,9.199997999999999,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,3,H,10000.0,1.2,80000.0,8.0,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,4,E,9714.29,0.9265,68000.03,6.800003,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,5,C,9833.33,1.0169,58999.979999999996,5.899997999999999,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,6,F,9800.0,1.0204,49000.0,4.9,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,7,I,9750.0,0.7179,39000.0,3.9,empathic
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,8,B,10666.67,1.4062,32000.010000000002,3.2000010000000003,greedy
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,9,D,8500.0,1.0,17000.0,1.7,fair
with_pregame,run_0001_claude-haiku-4-5-20251001_20260317T004138Z_emotional_v3,claude-haiku-4-5-20251001,v3,emotional,10,A,8500.0,1.0,8500.0,0.85,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,1,A,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,2,B,10000.0,1.0,90000.0,9.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,3,C,10000.0,1.0,80000.0,8.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,4,D,10000.0,1.0,70000.0,7.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,5,E,10000.0,1.0,60000.0,6.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,6,F,10000.0,1.0,50000.0,5.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,7,G,10000.0,1.0,40000.0,4.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,8,H,10000.0,1.0,30000.0,3.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,9,I,10000.0,1.0,20000.0,2.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T050301Z_neutral_v1,gemini-3-flash-preview,v1,neutral,10,J,10000.0,1.0,10000.0,1.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,1,C,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,2,J,10000.0,1.0,90000.0,9.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,3,G,10000.0,1.0,80000.0,8.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,4,A,10000.0,1.0,70000.0,7.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,5,F,10000.0,1.0,60000.0,6.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,6,H,10000.0,1.0,50000.0,5.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,7,I,10000.0,1.0,40000.0,4.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,8,E,10000.0,1.0,30000.0,3.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,9,D,10000.0,1.0,20000.0,2.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T065208Z_neutral_v2,gemini-3-flash-preview,v2,neutral,10,B,10000.0,1.0,10000.0,1.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,1,J,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,2,G,10000.0,1.0,90000.0,9.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,3,H,10000.0,1.0,80000.0,8.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,4,E,10000.0,1.0,70000.0,7.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,5,C,10000.0,1.0,60000.0,6.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,6,F,10000.0,1.0,50000.0,5.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,7,I,10000.0,1.0,40000.0,4.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,8,B,10000.0,1.0,30000.0,3.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,9,D,10000.0,1.0,20000.0,2.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T085049Z_neutral_v3,gemini-3-flash-preview,v3,neutral,10,A,10000.0,1.0,10000.0,1.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T104100Z_emotional_v1,gemini-3-flash-preview,v1,emotional,1,A,10000.0,3.0,100000.0,10.0,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260317T104100Z_emotional_v1,gemini-3-flash-preview,v1,emotional,2,B,7777.78,3.2143,70000.02,7.000002,greedy
